First_name,Surname,Height,Weight,Armspan,Wins,Losses,Draws,Total_Fights,Win_Percentage,sex_weight,sex,verified_sex
Mark,Godbeer,76,240,77,13,4,0,17,0.764705882,male,male,male
Marcelo,Golm,75,249,75,6,3,0,9,0.666666667,male,male,male
Joey,Gomez,70,155,71,7,1,0,8,0.875,male,male,male
Takanori,Gomi,67,155,70,35,14,0,49,0.714285714,male,male,male
Akihiro,Gono,67,170,68,32,16,7,55,0.645454545,male,male,male
Gabriel,Gonzaga,74,242,76,17,11,0,28,0.607142857,male,male,male
Fernando,Gonzalez,69,170,68,19,11,0,30,0.633333333,male,male,male
Lewis,Gonzalez,70,170,73,10,2,0,12,0.833333333,male,male,male
Jason,Gonzalez,74,155,74,11,5,0,16,0.6875,male,male,male
Lyman,Good,72,170,74,20,5,0,25,0.8,male,male,male
Eddie,Gordon,72,185,76,8,4,0,12,0.666666667,male,male,male
Jared,Gordon,69,155,68,15,3,0,18,0.833333333,male,male,male
Alex,Gorgees,74,155,74,7,1,0,8,0.875,male,male,male
Jonathan,Goulet,72,170,73,23,12,0,35,0.657142857,male,male,male
Thibault,Gouti,70,155,72,12,5,0,17,0.705882353,male,male,male
Wilson,Gouveia,73,185,76,12,8,0,20,0.6,male,male,male
Damian,Grabowski,73,241,75,20,5,0,25,0.8,male,male,male
Roger,Gracie,76,185,79,6,2,0,8,0.75,male,male,male
TJ,Grant,70,155,72,21,5,0,26,0.807692308,male,male,male
Dwight,Grant,73,170,76,10,2,0,12,0.833333333,male,male,male
Michael,Graves,70,170,71,6,0,1,7,0.928571429,male,male,male
Shelton,Graves,74,255,76,7,3,0,10,0.7,male,male,male
Bobby,Green,70,155,71,24,9,1,34,0.720588235,male,male,male
Desmond,Green,70,155,73,23,8,0,31,0.741935484,male,male,male
Maurice,Greene,79,258,80,8,3,0,11,0.727272727,male,male,male
Forrest,Griffin,75,205,77,19,7,0,26,0.730769231,male,male,male
Max,Griffin,71,170,76,15,7,0,22,0.681818182,male,male,male
Chad,Griggs,73,205,73,11,3,0,14,0.785714286,male,male,male
Garrett,Gross,69,155,69,11,6,0,17,0.647058824,male,male,male
Chris,Gruetzemacher,68,155,68,14,3,0,17,0.823529412,male,male,male
Clay,Guida,67,155,70,35,16,0,51,0.68627451,male,male,male
Melvin,Guillard,69,155,68,48,15,3,66,0.75,male,male,male
